family,state,measurement,expected_px,observed_px,delta_px,status,formula,artifact_csv
dependency state matrix,dependency-matrix-geometry,dependency-nucleus-gating-enabled dependent editor left rail,297.00,297.00,0.00,zero-delta,DEPENDENT_PANEL_LEFT_INSET + DEPENDENT_LABEL_COLUMN_WIDTH + SECTION_CONTENT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-nucleus-gating-disabled case left inset,8.00,8.00,0.00,zero-delta,NESTED_PANEL_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-nucleus-gating-disabled case right inset,8.00,8.00,0.00,zero-delta,NESTED_PANEL_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-nucleus-gating-disabled title to panel gap,4.00,4.00,0.00,zero-delta,INTRA_PANEL_TIGHT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-nucleus-gating-disabled dependent title text inset,39.00,39.00,0.00,zero-delta,DEPENDENT_TITLE_TEXT_INSET + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-nucleus-gating-disabled dependent title to reason gap,4.00,4.00,0.00,zero-delta,INTRA_PANEL_TIGHT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-nucleus-gating-disabled dependent reason to row grid gap,4.00,4.00,0.00,zero-delta,INTRA_PANEL_TIGHT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-nucleus-gating-disabled rows left border inset,1.00,1.00,0.00,zero-delta,SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-nucleus-gating-disabled rows right inset,13.00,13.00,0.00,zero-delta,DEPENDENT_PANEL_RIGHT_PADDING + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-nucleus-gating-disabled dependent row left padding,12.00,12.00,0.00,zero-delta,DEPENDENT_PANEL_LEFT_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-nucleus-gating-disabled help to editor gap,22.00,22.00,0.00,zero-delta,EDITOR_RAIL - HELP_RAIL - PARAMETER_HELP_BUTTON_SIZE,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-nucleus-gating-disabled dependent editor left rail,297.00,297.00,0.00,zero-delta,DEPENDENT_PANEL_LEFT_INSET + DEPENDENT_LABEL_COLUMN_WIDTH + SECTION_CONTENT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
row state and tall editor alignment,row-state-geometry,row-state grid left padding,12.00,12.00,0.00,zero-delta,INTRA_PANEL_MARGIN,/private/tmp/astra-gui-dynamic-margin-closure-v55-row-state/row-state-geometry.csv
row state and tall editor alignment,row-state-geometry,enabled to disabled row gap,8.00,8.00,0.00,zero-delta,PARAMETER_ROW_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v55-row-state/row-state-geometry.csv
row state and tall editor alignment,row-state-geometry,disabled to tall row gap,8.00,8.00,0.00,zero-delta,PARAMETER_ROW_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v55-row-state/row-state-geometry.csv
row state and tall editor alignment,row-state-geometry,disabled label x drift,0.00,0.00,0.00,zero-delta,disabled state keeps label rail stable,/private/tmp/astra-gui-dynamic-margin-closure-v55-row-state/row-state-geometry.csv
row state and tall editor alignment,row-state-geometry,disabled label width drift,0.00,0.00,0.00,zero-delta,disabled state keeps label width stable,/private/tmp/astra-gui-dynamic-margin-closure-v55-row-state/row-state-geometry.csv
row state and tall editor alignment,row-state-geometry,disabled editor x drift,0.00,0.00,0.00,zero-delta,disabled state keeps editor rail stable,/private/tmp/astra-gui-dynamic-margin-closure-v55-row-state/row-state-geometry.csv
row state and tall editor alignment,row-state-geometry,disabled editor width drift,0.00,0.00,0.00,zero-delta,disabled state keeps editor width stable,/private/tmp/astra-gui-dynamic-margin-closure-v55-row-state/row-state-geometry.csv
row state and tall editor alignment,row-state-geometry,disabled label opacity,1.00,1.00,0.00,zero-delta,astra-parameter-row-dependent-disabled keeps label opacity at 1,/private/tmp/astra-gui-dynamic-margin-closure-v55-row-state/row-state-geometry.csv
row state and tall editor alignment,row-state-geometry,disabled editor opacity,1.00,1.00,0.00,zero-delta,astra-parameter-row-dependent-disabled keeps editor opacity at 1,/private/tmp/astra-gui-dynamic-margin-closure-v55-row-state/row-state-geometry.csv
row state and tall editor alignment,row-state-geometry,single-line editor top alignment,0.00,0.00,0.00,zero-delta,single-line row editor and label box share top edge,/private/tmp/astra-gui-dynamic-margin-closure-v55-row-state/row-state-geometry.csv
row state and tall editor alignment,row-state-geometry,tall editor top alignment,0.00,0.00,0.00,zero-delta,tall row editor and label box share top edge,/private/tmp/astra-gui-dynamic-margin-closure-v55-row-state/row-state-geometry.csv
row state and tall editor alignment,row-state-geometry,single-line anchor vertical inset,8.00,8.00,0.00,zero-delta,snapUpToPixelGrid((rendered label row height - rendered anchor height) / 2),/private/tmp/astra-gui-dynamic-margin-closure-v55-row-state/row-state-geometry.csv
row state and tall editor alignment,row-state-geometry,single-line help vertical inset,8.00,8.00,0.00,zero-delta,snapUpToPixelGrid((rendered label row height - rendered help height) / 2),/private/tmp/astra-gui-dynamic-margin-closure-v55-row-state/row-state-geometry.csv
row state and tall editor alignment,row-state-geometry,tall-row anchor top inset,8.50,8.50,0.00,zero-delta,snapUpToPixelGrid((rendered label row height - rendered anchor height) / 2),/private/tmp/astra-gui-dynamic-margin-closure-v55-row-state/row-state-geometry.csv
row state and tall editor alignment,row-state-geometry,tall-row help top inset,8.50,8.50,0.00,zero-delta,snapUpToPixelGrid((rendered label row height - rendered help height) / 2),/private/tmp/astra-gui-dynamic-margin-closure-v55-row-state/row-state-geometry.csv
list and code editors,list-code-editor-geometry,list editor root left inset,8.00,8.00,0.00,zero-delta,NESTED_PANEL_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v57-list-code-editor/list-code-editor-geometry.csv
list and code editors,list-code-editor-geometry,list editor field left rail,0.00,0.00,0.00,zero-delta,structured editor field fills left rail,/private/tmp/astra-gui-dynamic-margin-closure-v57-list-code-editor/list-code-editor-geometry.csv
list and code editors,list-code-editor-geometry,list editor field right rail,0.00,0.00,0.00,zero-delta,structured editor field fills right rail,/private/tmp/astra-gui-dynamic-margin-closure-v57-list-code-editor/list-code-editor-geometry.csv
list and code editors,list-code-editor-geometry,list editor field to hint gap,5.00,5.00,0.00,zero-delta,STRUCTURED_VALUE_EDITOR_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v57-list-code-editor/list-code-editor-geometry.csv
list and code editors,list-code-editor-geometry,list editor hint left rail,0.00,0.00,0.00,zero-delta,structured editor hint starts at left rail,/private/tmp/astra-gui-dynamic-margin-closure-v57-list-code-editor/list-code-editor-geometry.csv
list and code editors,list-code-editor-geometry,list editor hint to restore gap,5.00,5.00,0.00,zero-delta,STRUCTURED_VALUE_EDITOR_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v57-list-code-editor/list-code-editor-geometry.csv
list and code editors,list-code-editor-geometry,list editor restore left rail,0.00,0.00,0.00,zero-delta,structured editor restore button starts at left rail,/private/tmp/astra-gui-dynamic-margin-closure-v57-list-code-editor/list-code-editor-geometry.csv
list and code editors,list-code-editor-geometry,list to code editor gap,8.00,8.00,0.00,zero-delta,PARAMETER_ROW_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v57-list-code-editor/list-code-editor-geometry.csv
list and code editors,list-code-editor-geometry,code editor field left rail,0.00,0.00,0.00,zero-delta,structured editor field fills left rail,/private/tmp/astra-gui-dynamic-margin-closure-v57-list-code-editor/list-code-editor-geometry.csv
list and code editors,list-code-editor-geometry,code editor field right rail,0.00,0.00,0.00,zero-delta,structured editor field fills right rail,/private/tmp/astra-gui-dynamic-margin-closure-v57-list-code-editor/list-code-editor-geometry.csv
list and code editors,list-code-editor-geometry,code editor field to hint gap,5.00,5.00,0.00,zero-delta,STRUCTURED_VALUE_EDITOR_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v57-list-code-editor/list-code-editor-geometry.csv
list and code editors,list-code-editor-geometry,code editor hint left rail,0.00,0.00,0.00,zero-delta,structured editor hint starts at left rail,/private/tmp/astra-gui-dynamic-margin-closure-v57-list-code-editor/list-code-editor-geometry.csv
list and code editors,list-code-editor-geometry,code editor hint to restore gap,5.00,5.00,0.00,zero-delta,STRUCTURED_VALUE_EDITOR_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v57-list-code-editor/list-code-editor-geometry.csv
list and code editors,list-code-editor-geometry,code editor restore left rail,0.00,0.00,0.00,zero-delta,structured editor restore button starts at left rail,/private/tmp/astra-gui-dynamic-margin-closure-v57-list-code-editor/list-code-editor-geometry.csv
list and code editors,list-code-editor-geometry,code editor scrollbar right rail,2.00,2.00,0.00,zero-delta,SURFACE_BORDER_WIDTH * 2,/private/tmp/astra-gui-dynamic-margin-closure-v57-list-code-editor/list-code-editor-geometry.csv
channel checkbox and multi select editors,channel-multi-select-geometry,channel multi-select root left inset,8.00,8.00,0.00,zero-delta,NESTED_PANEL_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v58-channel-multi-select/channel-multi-select-geometry.csv
channel checkbox and multi select editors,channel-multi-select-geometry,channel multi-select root right inset,8.00,8.00,0.00,zero-delta,NESTED_PANEL_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v58-channel-multi-select/channel-multi-select-geometry.csv
channel checkbox and multi select editors,channel-multi-select-geometry,channel multi-select editor gap 1,8.00,8.00,0.00,zero-delta,PARAMETER_ROW_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v58-channel-multi-select/channel-multi-select-geometry.csv
channel checkbox and multi select editors,channel-multi-select-geometry,channel multi-select editor gap 2,8.00,8.00,0.00,zero-delta,PARAMETER_ROW_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v58-channel-multi-select/channel-multi-select-geometry.csv
channel checkbox and multi select editors,channel-multi-select-geometry,populated channel selector title to selector gap,7.00,7.00,0.00,zero-delta,SelectionGeometry.EDITOR_STACK_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v58-channel-multi-select/channel-multi-select-geometry.csv
channel checkbox and multi select editors,channel-multi-select-geometry,populated channel selector selector left rail,0.00,0.00,0.00,zero-delta,multi-select selector fills left rail,/private/tmp/astra-gui-dynamic-margin-closure-v58-channel-multi-select/channel-multi-select-geometry.csv
channel checkbox and multi select editors,channel-multi-select-geometry,populated channel selector selector right rail,0.00,0.00,0.00,zero-delta,multi-select selector fills right rail,/private/tmp/astra-gui-dynamic-margin-closure-v58-channel-multi-select/channel-multi-select-geometry.csv
channel checkbox and multi select editors,channel-multi-select-geometry,populated channel selector selector to summary gap,7.00,7.00,0.00,zero-delta,SelectionGeometry.EDITOR_STACK_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v58-channel-multi-select/channel-multi-select-geometry.csv
channel checkbox and multi select editors,channel-multi-select-geometry,populated channel selector summary left rail,0.00,0.00,0.00,zero-delta,multi-select summary starts at left rail,/private/tmp/astra-gui-dynamic-margin-closure-v58-channel-multi-select/channel-multi-select-geometry.csv
