family,state,measurement,expected_px,observed_px,delta_px,status,formula,artifact_csv
selection and multi-select dialogs,selected-images-dialog-geometry,dialog available list to transfer column gap,12.00,12.00,0.00,zero-delta,SelectionGeometry.DUAL_LIST_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v1/selected-images-dialog-geometry.csv
selection and multi-select dialogs,selected-images-dialog-geometry,dialog transfer column to selected list gap,12.00,12.00,0.00,zero-delta,SelectionGeometry.DUAL_LIST_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v1/selected-images-dialog-geometry.csv
selection and multi-select dialogs,selected-images-dialog-geometry,dialog transfer button vertical gap,8.00,8.00,0.00,zero-delta,SelectionGeometry.TRANSFER_BUTTON_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v1/selected-images-dialog-geometry.csv
selection and multi-select dialogs,styled-log-expanded-geometry,log view left inset to status card,9.00,9.00,0.00,zero-delta,StyledLogView.LOG_ROW_GAP + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v1/styled-log-expanded-geometry.csv
selection and multi-select dialogs,styled-log-expanded-geometry,log view right inset to status card,9.00,9.00,0.00,zero-delta,StyledLogView.LOG_ROW_GAP + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v1/styled-log-expanded-geometry.csv
selection and multi-select dialogs,styled-log-expanded-geometry,log status title left inset,11.00,11.00,0.00,zero-delta,StyledLogView.LOG_CARD_HORIZONTAL_INSET + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v1/styled-log-expanded-geometry.csv
selection and multi-select dialogs,styled-log-expanded-geometry,log copy button right inset,9.00,9.00,0.00,zero-delta,StyledLogView.LOG_ROW_GAP + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v1/styled-log-expanded-geometry.csv
selection and multi-select dialogs,styled-log-expanded-geometry,log source tab left inset from block,9.00,9.00,0.00,zero-delta,StyledLogView.LOG_GROUP_TAB_LEFT_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v1/styled-log-expanded-geometry.csv
selection and multi-select dialogs,styled-log-expanded-geometry,log source block left inset to line accent,11.00,11.00,0.00,zero-delta,StyledLogView.LOG_CARD_HORIZONTAL_INSET + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v1/styled-log-expanded-geometry.csv
selection and multi-select dialogs,styled-log-expanded-geometry,log line accent width,3.00,3.00,0.00,zero-delta,StyledLogView.LOG_ACCENT_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v1/styled-log-expanded-geometry.csv
selection and multi-select dialogs,styled-log-expanded-geometry,log line accent to text,7.00,7.00,0.00,zero-delta,StyledLogView.LOG_LINE_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v1/styled-log-expanded-geometry.csv
selection and multi-select dialogs,styled-log-expanded-geometry,log message card title left inset,11.00,11.00,0.00,zero-delta,StyledLogView.LOG_CARD_HORIZONTAL_INSET + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v1/styled-log-expanded-geometry.csv
selection and multi-select dialogs,styled-log-expanded-geometry,log disclosure button left inset,11.00,11.00,0.00,zero-delta,StyledLogView.LOG_CARD_HORIZONTAL_INSET + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v1/styled-log-expanded-geometry.csv
selection and multi-select dialogs,styled-log-expanded-geometry,log disclosure button to hidden body gap,4.00,4.00,0.00,zero-delta,StyledLogView.LOG_GROUP_BODY_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v1/styled-log-expanded-geometry.csv
selection and multi-select dialogs,styled-log-geometry,log view left inset to status card,9.00,9.00,0.00,zero-delta,StyledLogView.LOG_ROW_GAP + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v1/styled-log-geometry.csv
selection and multi-select dialogs,styled-log-geometry,log view right inset to status card,9.00,9.00,0.00,zero-delta,StyledLogView.LOG_ROW_GAP + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v1/styled-log-geometry.csv
selection and multi-select dialogs,styled-log-geometry,log status title left inset,11.00,11.00,0.00,zero-delta,StyledLogView.LOG_CARD_HORIZONTAL_INSET + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v1/styled-log-geometry.csv
selection and multi-select dialogs,styled-log-geometry,log copy button right inset,9.00,9.00,0.00,zero-delta,StyledLogView.LOG_ROW_GAP + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v1/styled-log-geometry.csv
selection and multi-select dialogs,styled-log-geometry,log source tab left inset from block,9.00,9.00,0.00,zero-delta,StyledLogView.LOG_GROUP_TAB_LEFT_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v1/styled-log-geometry.csv
selection and multi-select dialogs,styled-log-geometry,log source block left inset to line accent,11.00,11.00,0.00,zero-delta,StyledLogView.LOG_CARD_HORIZONTAL_INSET + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v1/styled-log-geometry.csv
selection and multi-select dialogs,styled-log-geometry,log line accent width,3.00,3.00,0.00,zero-delta,StyledLogView.LOG_ACCENT_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v1/styled-log-geometry.csv
selection and multi-select dialogs,styled-log-geometry,log line accent to text,7.00,7.00,0.00,zero-delta,StyledLogView.LOG_LINE_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v1/styled-log-geometry.csv
selection and multi-select dialogs,styled-log-geometry,log message card title left inset,11.00,11.00,0.00,zero-delta,StyledLogView.LOG_CARD_HORIZONTAL_INSET + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v1/styled-log-geometry.csv
selection and multi-select dialogs,styled-log-geometry,log disclosure button left inset,11.00,11.00,0.00,zero-delta,StyledLogView.LOG_CARD_HORIZONTAL_INSET + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v1/styled-log-geometry.csv
rich StyledLogView internals,styled-log-geometry,log view left inset to status card,9.00,9.00,0.00,zero-delta,StyledLogView.LOG_ROW_GAP + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v8/styled-log-geometry.csv
rich StyledLogView internals,styled-log-geometry,log view right inset to status card,9.00,9.00,0.00,zero-delta,StyledLogView.LOG_ROW_GAP + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v8/styled-log-geometry.csv
rich StyledLogView internals,styled-log-geometry,log status title left inset,11.00,11.00,0.00,zero-delta,StyledLogView.LOG_CARD_HORIZONTAL_INSET + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v8/styled-log-geometry.csv
rich StyledLogView internals,styled-log-geometry,log copy button right inset,9.00,9.00,0.00,zero-delta,StyledLogView.LOG_ROW_GAP + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v8/styled-log-geometry.csv
rich StyledLogView internals,styled-log-geometry,log source tab left inset from block,9.00,9.00,0.00,zero-delta,StyledLogView.LOG_GROUP_TAB_LEFT_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v8/styled-log-geometry.csv
rich StyledLogView internals,styled-log-geometry,log source block left inset to line accent,11.00,11.00,0.00,zero-delta,StyledLogView.LOG_CARD_HORIZONTAL_INSET + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v8/styled-log-geometry.csv
rich StyledLogView internals,styled-log-geometry,log line accent width,3.00,3.00,0.00,zero-delta,StyledLogView.LOG_ACCENT_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v8/styled-log-geometry.csv
rich StyledLogView internals,styled-log-geometry,log line accent to text,7.00,7.00,0.00,zero-delta,StyledLogView.LOG_LINE_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v8/styled-log-geometry.csv
rich StyledLogView internals,styled-log-geometry,log message card title left inset,11.00,11.00,0.00,zero-delta,StyledLogView.LOG_CARD_HORIZONTAL_INSET + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v8/styled-log-geometry.csv
rich StyledLogView internals,styled-log-geometry,log key-value card key left inset,10.00,10.00,0.00,zero-delta,StyledLogView.LOG_CARD_VERTICAL_INSET + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v8/styled-log-geometry.csv
rich StyledLogView internals,styled-log-geometry,log key-value key width,118.00,118.00,0.00,zero-delta,StyledLogView.LOG_KEY_VALUE_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v8/styled-log-geometry.csv
rich StyledLogView internals,styled-log-geometry,log key-value key to value gap,8.00,8.00,0.00,zero-delta,StyledLogView.LOG_ROW_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v8/styled-log-geometry.csv
rich StyledLogView internals,styled-log-geometry,log command card title left inset,11.00,11.00,0.00,zero-delta,StyledLogView.LOG_CARD_HORIZONTAL_INSET + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v8/styled-log-geometry.csv
rich StyledLogView internals,styled-log-geometry,log command title to text gap,5.00,5.00,0.00,zero-delta,StyledLogView.LOG_TIGHT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v8/styled-log-geometry.csv
rich StyledLogView internals,styled-log-geometry,log command text left inset,11.00,11.00,0.00,zero-delta,StyledLogView.LOG_CARD_HORIZONTAL_INSET + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v8/styled-log-geometry.csv
rich StyledLogView internals,styled-log-geometry,log metric badge gap,5.00,5.00,0.00,zero-delta,StyledLogView.LOG_TIGHT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v8/styled-log-geometry.csv
rich StyledLogView internals,styled-log-geometry,log timeline dot width,8.00,8.00,0.00,zero-delta,StyledLogView.LOG_DOT_SIZE,/private/tmp/astra-gui-dynamic-margin-closure-v8/styled-log-geometry.csv
rich StyledLogView internals,styled-log-geometry,log timeline dot to label gap,4.00,4.00,0.00,zero-delta,StyledLogView.LOG_GROUP_BODY_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v8/styled-log-geometry.csv
rich StyledLogView internals,styled-log-geometry,log failure title left inset,11.00,11.00,0.00,zero-delta,StyledLogView.LOG_CARD_HORIZONTAL_INSET + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v8/styled-log-geometry.csv
rich StyledLogView internals,styled-log-geometry,log failure advice label width,86.00,86.00,0.00,zero-delta,StyledLogView.LOG_ADVICE_LABEL_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v8/styled-log-geometry.csv
rich StyledLogView internals,styled-log-geometry,log failure advice label to value gap,8.00,8.00,0.00,zero-delta,StyledLogView.LOG_ROW_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v8/styled-log-geometry.csv
rich StyledLogView internals,styled-log-geometry,log disclosure button left inset,11.00,11.00,0.00,zero-delta,StyledLogView.LOG_CARD_HORIZONTAL_INSET + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v8/styled-log-geometry.csv
all settings collapsible sections,all-settings-geometry,section content left padding,13.00,13.00,0.00,zero-delta,INTRA_PANEL_MARGIN + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v18/all-settings-geometry.csv
all settings collapsible sections,all-settings-geometry,section content right padding,13.00,13.00,0.00,zero-delta,INTRA_PANEL_MARGIN + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v18/all-settings-geometry.csv
all settings collapsible sections,all-settings-geometry,section parameter row gap,8.00,8.00,0.00,zero-delta,PARAMETER_ROW_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v18/all-settings-geometry.csv
all settings collapsible sections,all-settings-geometry,section help column alignment,0.00,0.00,0.00,zero-delta,dependent and independent help rails match,/private/tmp/astra-gui-dynamic-margin-closure-v18/all-settings-geometry.csv
all settings collapsible sections,all-settings-geometry,collapsible header content left inset,1.00,1.00,0.00,zero-delta,SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v18/all-settings-geometry.csv
all settings collapsible sections,all-settings-geometry,collapsible header content right inset,1.00,1.00,0.00,zero-delta,SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v18/all-settings-geometry.csv
all settings collapsible sections,all-settings-geometry,collapsible title left rail,13.00,13.00,0.00,zero-delta,COLLAPSIBLE_HEADER_HORIZONTAL_INSET + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v18/all-settings-geometry.csv
all settings collapsible sections,all-settings-geometry,collapsible arrow right rail,13.00,13.00,0.00,zero-delta,COLLAPSIBLE_HEADER_HORIZONTAL_INSET + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v18/all-settings-geometry.csv
all settings collapsible sections,all-settings-geometry,collapsible arrow width,18.00,18.00,0.00,zero-delta,COLLAPSIBLE_ARROW_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v18/all-settings-geometry.csv
all settings collapsible sections,all-settings-geometry,collapsible header to content join,0.00,0.00,0.00,zero-delta,FLUSH,/private/tmp/astra-gui-dynamic-margin-closure-v18/all-settings-geometry.csv
all settings collapsible sections,all-settings-geometry,all settings section gap,12.00,12.00,0.00,zero-delta,SECTION_CONTENT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v18/all-settings-geometry.csv
settings profile dialog,settings-profile-dialog-geometry,dialog content left inset,12.00,12.00,0.00,zero-delta,SelectionGeometry.DIALOG_CONTENT_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v20/settings-profile-dialog-geometry.csv
settings profile dialog,settings-profile-dialog-geometry,dialog content right inset,12.00,12.00,0.00,zero-delta,SelectionGeometry.DIALOG_CONTENT_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v20/settings-profile-dialog-geometry.csv
settings profile dialog,settings-profile-dialog-geometry,dialog content child vertical gap,5.00,5.00,0.00,zero-delta,SelectionGeometry.LABEL_TO_LIST_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v20/settings-profile-dialog-geometry.csv
reset confirmation dialog,reset-alert-geometry,dialog content left inset,12.00,12.00,0.00,zero-delta,SelectionGeometry.DIALOG_CONTENT_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v21-reset/reset-alert-geometry.csv
reset confirmation dialog,reset-alert-geometry,dialog content right inset,12.00,12.00,0.00,zero-delta,SelectionGeometry.DIALOG_CONTENT_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v21-reset/reset-alert-geometry.csv
reset confirmation dialog,reset-alert-geometry,dialog content child vertical gap,9.00,9.00,0.00,zero-delta,SelectionGeometry.DIALOG_CONTENT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v21-reset/reset-alert-geometry.csv
provisional confirmation dialog,provisional-alert-geometry,dialog content left inset,12.00,12.00,0.00,zero-delta,SelectionGeometry.DIALOG_CONTENT_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v21-provisional/provisional-alert-geometry.csv
provisional confirmation dialog,provisional-alert-geometry,dialog content right inset,12.00,12.00,0.00,zero-delta,SelectionGeometry.DIALOG_CONTENT_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v21-provisional/provisional-alert-geometry.csv
provisional confirmation dialog,provisional-alert-geometry,dialog content child vertical gap,9.00,9.00,0.00,zero-delta,SelectionGeometry.DIALOG_CONTENT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v21-provisional/provisional-alert-geometry.csv
run failure dialog,run-failure-dialog-geometry,dialog content left inset,12.00,12.00,0.00,zero-delta,SelectionGeometry.DIALOG_CONTENT_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v22-run-failure/run-failure-dialog-geometry.csv
run failure dialog,run-failure-dialog-geometry,dialog content right inset,12.00,12.00,0.00,zero-delta,SelectionGeometry.DIALOG_CONTENT_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v22-run-failure/run-failure-dialog-geometry.csv
run failure dialog,run-failure-dialog-geometry,dialog content child vertical gap,9.00,9.00,0.00,zero-delta,SelectionGeometry.DIALOG_CONTENT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v22-run-failure/run-failure-dialog-geometry.csv
colocalization custom editors,colocalization-custom-geometry,colocalization semantic card gap,12.00,12.00,0.00,zero-delta,SECTION_CONTENT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v39-colocalization-custom/colocalization-custom-geometry.csv
colocalization custom editors,colocalization-custom-geometry,semantic card title left inset,13.00,13.00,0.00,zero-delta,INTRA_PANEL_MARGIN + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v39-colocalization-custom/colocalization-custom-geometry.csv
colocalization custom editors,colocalization-custom-geometry,semantic card title to subtitle gap,8.00,8.00,0.00,zero-delta,CARD_CONTENT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v39-colocalization-custom/colocalization-custom-geometry.csv
colocalization custom editors,colocalization-custom-geometry,model source card title left inset,11.00,11.00,0.00,zero-delta,MODEL_SOURCE_CARD_INSET + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v39-colocalization-custom/colocalization-custom-geometry.csv
colocalization custom editors,colocalization-custom-geometry,model source title to first row gap,8.00,8.00,0.00,zero-delta,PARAMETER_ROW_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v39-colocalization-custom/colocalization-custom-geometry.csv
colocalization custom editors,colocalization-custom-geometry,labeled row label to editor gap,8.00,8.00,0.00,zero-delta,PARAMETER_ROW_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v39-colocalization-custom/colocalization-custom-geometry.csv
colocalization custom editors,colocalization-custom-geometry,colocalization check rows to add button gap,8.00,8.00,0.00,zero-delta,COLOCALIZATION_CHECK_EDITOR_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v39-colocalization-custom/colocalization-custom-geometry.csv
colocalization custom editors,colocalization-custom-geometry,check row top inset,9.00,9.00,0.00,zero-delta,NESTED_PANEL_INSET + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v39-colocalization-custom/colocalization-custom-geometry.csv
colocalization custom editors,colocalization-custom-geometry,check row left inset,9.00,9.00,0.00,zero-delta,NESTED_PANEL_INSET + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v39-colocalization-custom/colocalization-custom-geometry.csv
colocalization custom editors,colocalization-custom-geometry,check top row to selector row gap,8.00,8.00,0.00,zero-delta,PARAMETER_ROW_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v39-colocalization-custom/colocalization-custom-geometry.csv
colocalization custom editors,colocalization-custom-geometry,check top-row child gap,8.00,8.00,0.00,zero-delta,PARAMETER_ROW_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v39-colocalization-custom/colocalization-custom-geometry.csv
colocalization custom editors,colocalization-custom-geometry,check selector-row child gap,8.00,8.00,0.00,zero-delta,PARAMETER_ROW_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v39-colocalization-custom/colocalization-custom-geometry.csv
colocalization custom editors,colocalization-custom-geometry,nested field label to editor gap,4.00,4.00,0.00,zero-delta,NESTED_FIELD_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v39-colocalization-custom/colocalization-custom-geometry.csv
colocalization custom editors,colocalization-custom-geometry,marker-key empty message left inset,9.00,9.00,0.00,zero-delta,NESTED_PANEL_INSET + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v39-colocalization-custom/colocalization-custom-geometry.csv
colocalization custom editors,colocalization-custom-geometry,marker-key empty message top inset,9.00,9.00,0.00,zero-delta,NESTED_PANEL_INSET + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v39-colocalization-custom/colocalization-custom-geometry.csv
colocalization custom editors,colocalization-custom-geometry,multi-select editor child gap,7.00,7.00,0.00,zero-delta,SelectionGeometry.EDITOR_STACK_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v39-colocalization-custom/colocalization-custom-geometry.csv
colocalization custom editors,colocalization-custom-lower-geometry,colocalization semantic card gap,12.00,12.00,0.00,zero-delta,SECTION_CONTENT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v39-colocalization-custom/colocalization-custom-lower-geometry.csv
colocalization custom editors,colocalization-custom-lower-geometry,semantic card title left inset,13.00,13.00,0.00,zero-delta,INTRA_PANEL_MARGIN + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v39-colocalization-custom/colocalization-custom-lower-geometry.csv
colocalization custom editors,colocalization-custom-lower-geometry,semantic card title to subtitle gap,8.00,8.00,0.00,zero-delta,CARD_CONTENT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v39-colocalization-custom/colocalization-custom-lower-geometry.csv
colocalization custom editors,colocalization-custom-lower-geometry,model source card title left inset,11.00,11.00,0.00,zero-delta,MODEL_SOURCE_CARD_INSET + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v39-colocalization-custom/colocalization-custom-lower-geometry.csv
colocalization custom editors,colocalization-custom-lower-geometry,model source title to first row gap,8.00,8.00,0.00,zero-delta,PARAMETER_ROW_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v39-colocalization-custom/colocalization-custom-lower-geometry.csv
colocalization custom editors,colocalization-custom-lower-geometry,labeled row label to editor gap,8.00,8.00,0.00,zero-delta,PARAMETER_ROW_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v39-colocalization-custom/colocalization-custom-lower-geometry.csv
colocalization custom editors,colocalization-custom-lower-geometry,colocalization check rows to add button gap,8.00,8.00,0.00,zero-delta,COLOCALIZATION_CHECK_EDITOR_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v39-colocalization-custom/colocalization-custom-lower-geometry.csv
colocalization custom editors,colocalization-custom-lower-geometry,check row top inset,9.00,9.00,0.00,zero-delta,NESTED_PANEL_INSET + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v39-colocalization-custom/colocalization-custom-lower-geometry.csv
colocalization custom editors,colocalization-custom-lower-geometry,check row left inset,9.00,9.00,0.00,zero-delta,NESTED_PANEL_INSET + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v39-colocalization-custom/colocalization-custom-lower-geometry.csv
colocalization custom editors,colocalization-custom-lower-geometry,check top row to selector row gap,8.00,8.00,0.00,zero-delta,PARAMETER_ROW_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v39-colocalization-custom/colocalization-custom-lower-geometry.csv
colocalization custom editors,colocalization-custom-lower-geometry,check top-row child gap,8.00,8.00,0.00,zero-delta,PARAMETER_ROW_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v39-colocalization-custom/colocalization-custom-lower-geometry.csv
colocalization custom editors,colocalization-custom-lower-geometry,check selector-row child gap,8.00,8.00,0.00,zero-delta,PARAMETER_ROW_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v39-colocalization-custom/colocalization-custom-lower-geometry.csv
colocalization custom editors,colocalization-custom-lower-geometry,nested field label to editor gap,4.00,4.00,0.00,zero-delta,NESTED_FIELD_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v39-colocalization-custom/colocalization-custom-lower-geometry.csv
colocalization custom editors,colocalization-custom-lower-geometry,marker-key empty message left inset,9.00,9.00,0.00,zero-delta,NESTED_PANEL_INSET + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v39-colocalization-custom/colocalization-custom-lower-geometry.csv
colocalization custom editors,colocalization-custom-lower-geometry,marker-key empty message top inset,9.00,9.00,0.00,zero-delta,NESTED_PANEL_INSET + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v39-colocalization-custom/colocalization-custom-lower-geometry.csv
colocalization custom editors,colocalization-custom-lower-geometry,multi-select editor child gap,7.00,7.00,0.00,zero-delta,SelectionGeometry.EDITOR_STACK_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v39-colocalization-custom/colocalization-custom-lower-geometry.csv
colocalization custom editors,colocalization-custom-middle-geometry,colocalization semantic card gap,12.00,12.00,0.00,zero-delta,SECTION_CONTENT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v39-colocalization-custom/colocalization-custom-middle-geometry.csv
colocalization custom editors,colocalization-custom-middle-geometry,semantic card title left inset,13.00,13.00,0.00,zero-delta,INTRA_PANEL_MARGIN + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v39-colocalization-custom/colocalization-custom-middle-geometry.csv
colocalization custom editors,colocalization-custom-middle-geometry,semantic card title to subtitle gap,8.00,8.00,0.00,zero-delta,CARD_CONTENT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v39-colocalization-custom/colocalization-custom-middle-geometry.csv
colocalization custom editors,colocalization-custom-middle-geometry,model source card title left inset,11.00,11.00,0.00,zero-delta,MODEL_SOURCE_CARD_INSET + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v39-colocalization-custom/colocalization-custom-middle-geometry.csv
colocalization custom editors,colocalization-custom-middle-geometry,model source title to first row gap,8.00,8.00,0.00,zero-delta,PARAMETER_ROW_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v39-colocalization-custom/colocalization-custom-middle-geometry.csv
colocalization custom editors,colocalization-custom-middle-geometry,labeled row label to editor gap,8.00,8.00,0.00,zero-delta,PARAMETER_ROW_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v39-colocalization-custom/colocalization-custom-middle-geometry.csv
colocalization custom editors,colocalization-custom-middle-geometry,colocalization check rows to add button gap,8.00,8.00,0.00,zero-delta,COLOCALIZATION_CHECK_EDITOR_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v39-colocalization-custom/colocalization-custom-middle-geometry.csv
colocalization custom editors,colocalization-custom-middle-geometry,check row top inset,9.00,9.00,0.00,zero-delta,NESTED_PANEL_INSET + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v39-colocalization-custom/colocalization-custom-middle-geometry.csv
colocalization custom editors,colocalization-custom-middle-geometry,check row left inset,9.00,9.00,0.00,zero-delta,NESTED_PANEL_INSET + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v39-colocalization-custom/colocalization-custom-middle-geometry.csv
colocalization custom editors,colocalization-custom-middle-geometry,check top row to selector row gap,8.00,8.00,0.00,zero-delta,PARAMETER_ROW_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v39-colocalization-custom/colocalization-custom-middle-geometry.csv
colocalization custom editors,colocalization-custom-middle-geometry,check top-row child gap,8.00,8.00,0.00,zero-delta,PARAMETER_ROW_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v39-colocalization-custom/colocalization-custom-middle-geometry.csv
colocalization custom editors,colocalization-custom-middle-geometry,check selector-row child gap,8.00,8.00,0.00,zero-delta,PARAMETER_ROW_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v39-colocalization-custom/colocalization-custom-middle-geometry.csv
colocalization custom editors,colocalization-custom-middle-geometry,nested field label to editor gap,4.00,4.00,0.00,zero-delta,NESTED_FIELD_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v39-colocalization-custom/colocalization-custom-middle-geometry.csv
colocalization custom editors,colocalization-custom-middle-geometry,marker-key empty message left inset,9.00,9.00,0.00,zero-delta,NESTED_PANEL_INSET + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v39-colocalization-custom/colocalization-custom-middle-geometry.csv
